sentences	labels
White liberals like you and your colored ilk are easily worse than bigots. You are nothing but a coward and victim-hood enabler who wants to keep my kind impoverished via welfare and identity politics. Thank God more people are seeing your evil for what it is	1
You are absolutely right	0
The liberals won’t investigate because they know there’s nothing there. They’d rather have someone else do it so when nothing is found the liberals can blame them.	1
Mob death threats? Has Antifa turned on her? Maxine Waters?	1
CNN = Fake News	1
Oh stop. U r only defending him because u r both conservatives. If I liberal had been accused u would believe the women right away. Go yell at someone in a toll booth and spare us all please.	0
. molested me 35 yrs ago when I was 11yrs Old. I didn't want to say it till now. She should Thrown in jail. According to Liberals &amp; MeToo you have to accept my allegations blindly. There I said it ConfirmJudgeKavanaughNow SenatorFeinstein DemocratsHateAmerica URL	1
way to go Liberals... taking away from Americans ... smh	0
Thanks Chris you are very helpful.	0
you are alienating your supporters disgusted URL	0
Hm? Of course.	0
Can this guy get any lower? One of the dumbest people in our country! How did anyone in Arizona voted for this idiot?	1
I believe he is one step worse according to experts- sociopath which is a malignant narcissist	1
Why are you bothering me	1
Go to hell! This is NOT Queen for a Day. I believe you less and less with every bit of bullsh*t you pull. You're nothing but a lying Demonrat! MAGA Trump2020	1
Did you hurt yourself jumping to that conclusion? If you want biblical scholarship worth having read Bart D. Ehrman. If you want ignorant schlock...well you are already here.	0
1st of all who trust the FBI to do a polygraph?I don't! She can pass it if she's a habitual liar.They have no fear or caring about what or who they lie about. She's probably a closet ANTIFA member.Insane to wait 30 yrs.If true others could have been hurt bc of her complancey.	0
sounds like me :Ddd	0
All this tape proves is that was always out to get a paycheck and to sabotage the one person who actually gave her a chance. Who tape records conversations in the White House??? Only someone looking to sell it later. She’s a snake	1
Another lie. Anything for a diversion	1
Whats your story on gun control?	0
What’s the first thing you are going to do?	0
No school shootings in New Zealand ever. Suggest you do some research around countries that have unarmed police forces. Their children and citizens are kept safe by strong gun control laws that are strictly enforced.	0
And with right wingers its about white supremacy and neo naziism ? Right?	1
We've got a big story coming out (most probably next week) about the Communist origins of Antifa. I hope you can join us	0
TalkLikeAPirateDay UK SCURVY PIRATE PLUNDERED 1950swomen 's state pension CHEST &amp; refuse to PARLAY MAROONED us with NO GOLD DOUBLOONS only wormy biscuits 1950sbornwomen will sail alongside blast a broadside &amp; make them walk plank backto60 onevoice URL	0
"Adicionei um vídeo a uma playlist URL LIL PEEP Type Beat You're Leaving Already"" | Melancholic"""	0
who in America isn't grateful to our military?!?!? Her husband didn't die on the battle field...he died at home!! She should be fighting for gun control and stronger laws regarding mental illness! is about police brutality...she should educate herself on the issues	1
Eric Holder was the perfect Att Gen for the OBama administration. Not an ounce of human decency in his bones.	0
You still haven't answered my question about whether our country could keep its law enforcement officers safer if gun control laws were not subject to the limitations of the 2nd Amendment? URL … alpolitics	0
Only Liberals sexuality children’s puppets. TuesdayThoughts	0
Love this.	0
No kidding! Tell your sons to NEVER be alone with a woman unless you are dating and even then protect yourself somehow...geez I don't know turn your recorder on.	0
Damaged Kerry’s non existent credibility. Seems a lot of Obama-Vomit Doofuses are coming out of the woodworks	0
i been seeing your tweets all week &amp; you are outta pocket	0
These conservatives are selfish and self serving. This isn’t the “Trudeau plan”. The Liberals are working with Conservatives like Mulroney and Ambrose to solve this. It’s not a partisan issue.	1
16 grade school children shot dead in Washington with 9mm Beretta. The NRA blames gun control laws.	0
Amir you are doing a great job	0
WTF Orrin Hatch: ‘Even if Kavanaugh committed rape 'it would be hard for senators not to consider who he is today'	0
Lil girl we having an adult conversation so take your thin ass on somewhere ya dig	1
"1) Ultimately, the defense of Kavanaugh by Republicans, conservatives, their media and public is a manifestation of America's rape culture -- the latter being neither 'colorblind' or 'race neutral.'"""""	0
*da na na na* you found josh's sex life.	0
Christians been thinking women lie SINCE EVE and the start of Christianity....Conservatives just give it legislative and judical teeth to oppress women in the modern age.... Kavanaugh KavanaughConfirmation metoo URL	0
Wasn’t this clown running guns?	0
Because neither have shown anything to suggest they are worthy replacements. In Tevagas case he is an undersized lock with poor dummy half service who severely hurts team go-forward and Roache has not strung any number of games together without injury. Pay Luke.	0
Amen. He is.	0
I could care less about his viewpoints as he is NOT a hero of mine and I prefer a more scholar-like man in conservatism such as X.Not everyone has to take his stance as heroic and may look to other leaders to define what a hero is. You don’t get to think for other people	0
Another billionaire buffoon.	0
So liberals will cheer ...they live illegal aliens.....	0
Oh shit	1
You are stronger than you believe my beautiful sneaky pig. Dcl teaches us so much and I am grateful we have the chance to explore ourselves as we grow and learn URL	0
She is a master of twisting words. That is her greatest skill	0
(Basically PSA is spoonfeeding liberals exactly what they want to hear rather than confronting the structural inequities that they in part helped foster/implement)	0
Wow you are to sweet	0
are you also going to address the allegations that Keith Ellison allegedly likes to beat his girlfriends? This is in addition to the fact that he supports violent antifa scumbags and hangs with anti-Semite Louis Farrakhan.	0
Free milk is a health issue not an education one. It’s nothing to do with the education budget.	0
